"Link","Classe","Número","Ano.de.autuação","Relator.Atual","Data","Andamento","Observação.Andamento","Ramo.do.direito","Assuntos","fator_m_aurelio","unanimidade"
"ADI-2189","ADI",2189,2000,"MIN. DIAS TOFFOLI","15/9/2010","Procedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, rejeitou a preliminar de prejudicialidade, contra os votos dos Senhores Ministros Marco Aurélio, Ellen Gracie e Celso de Mello. No mérito, por unanimidade e nos termos do voto do Relator, julgou procedente a ação direta. Votou o Presidente, Ministro Cezar Peluso. Impedido o Senhor Ministro Gilmar Mendes. Ausente, justificadamente, o Senhor Ministro Ricardo Lewandowski. Plenário, 15.09.2010. ","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES PREVIDENCIÁRIAS | SERVIDORES INATIVOS","0","0"
"MS-25403","MS",25403,2005,"MIN. TEORI ZAVASCKI","15/9/2010","Concedida em parte a segurança","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, concedeu em parte a segurança, contra os votos dos Senhores Ministros Celso de Mello e Cezar Peluso (Presidente), que a concediam totalmente, pronunciando a decadência, e os votos da Senhora Ministra Ellen Gracie e do Senhor Ministro Marco Aurélio, que denegavam a ordem. Ausente, justificadamente, o Senhor Ministro Ricardo Lewandowski. Plenário, 15.09.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | PENSÃO","0","0"
"ADI-4033","ADI",4033,2008,"MIN. JOAQUIM BARBOSA","15/9/2010","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou improcedente a ação direta, contra o voto do Senhor Ministro Marco Aurélio, que a julgava procedente. Votou o Presidente, Ministro Cezar Peluso. Impedido o Senhor Ministro Dias Toffoli. Ausente, justificadamente, o Senhor Ministro Ricardo Lewandowski. Plenário, 15.09.2010. ","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | LIMITAÇÕES AO PODER DE TRIBUTAR | ISENÇÃO","0","0"
"AP-470","AP",470,2007,"MIN. ROBERTO BARROSO","9/9/2010","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso de agravo, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, a Senhora Ministra Ellen Gracie e o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 09.09.2010.  ","DIREITO PENAL","0 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL 1 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES","0","0"
"ADI-3062","ADI",3062,2003,"MIN. GILMAR MENDES","9/9/2010","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, julgou improcedente a ação direta, contra o voto do Senhor Ministro Dias Toffoli. Votou o Presidente, Ministro Cezar Peluso. Ausentes, justificadamente, a Senhora Ministra Ellen Gracie e o Senhor Ministro Ricardo Lewandowski. Falou pela requerida o Dr. Wladimir Sérgio Reale. Plenário, 09.09.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PÚBLICO | POLICIAIS CIVIS","0","0"
"AP-420","AP",420,2007,"MIN. MARCO AURÉLIO","9/9/2010","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso de agravo, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, a Senhora Ministra Ellen Gracie e o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 09.09.2010. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL 2 - DIREITO PENAL | CRIMES CONTRA A FÉ PÚBLICA | FALSIDADE IDEOLÓGICA","0","0"
"Ext-1149","Ext",1149,2008,"MIN. JOAQUIM BARBOSA","9/9/2010","Embargos não conhecidos","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, não conheceu dos embargos de declaração, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, justificadamente, a Senhora Ministra Ellen Gracie, o Senhor Ministro Ricardo Lewandowski e, neste julgamento, o Senhor Ministro Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 09.09.2010. ","DIREITO INTERNACIONAL","1 - DIREITO INTERNACIONAL | ESTRANGEIRO | ADMISSÃO / ENTRADA / PERMANÊNCIA / SAÍDA","0","0"
"Ext-1174","Ext",1174,2009,"MIN. JOAQUIM BARBOSA","9/9/2010","Improcedente","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, indeferiu o pedido de extradição, contra o voto do Senhor Ministro Marco Aurélio. Determinada a expedição do alvará de soltura, se por outro motivo não estiver preso. Ausentes, justificadamente, a Senhora Ministra Ellen Gracie e o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 09.09.2010. ","DIREITO INTERNACIONAL","1 - DIREITO INTERNACIONAL | ESTRANGEIRO | ADMISSÃO / ENTRADA / PERMANÊNCIA / SAÍDA 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE TRÁFICO ILÍCITO E USO INDEVIDO DE DROGAS | TRÁFICO DE DROGAS E CONDUTAS AFINS","0","0"
"ADI-3601","ADI",3601,2005,"MIN. DIAS TOFFOLI","9/9/2010","Embargos recebidos","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, acolheu os embargos de declaração para modular os efeitos da declaração de inconstitucionalidade da Lei distrital nº 3.642/2005 a partir da publicação do acórdão, contra os votos dos Senhores Ministros Marco Aurélio e Celso de Mello, que rejeitavam a modulação. Ausentes, com votos proferidos em assentada anterior, a Senhora Ministra Ellen Gracie e o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 09.09.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROCESSO LEGISLATIVO 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PÚBLICO | POLICIAIS CIVIS","0","0"
"MS-25116","MS",25116,2004,"MIN. TEORI ZAVASCKI","8/9/2010","Concedida a segurança","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, concedeu a segurança para anular o acórdão - TCU nº 2.087/2004 -, tão-somente no que se refere ao impetrante e para o fim de se lhe assegurar a oportunidade do uso das garantias constitucionais do contraditório e da ampla defesa, vencidos, em parte, os Senhores Ministros Celso de Mello e Cezar Peluso (Presidente), que concediam a segurança em maior extensão, e os Senhores Ministros Marco Aurélio, Ellen Gracie e Sepúlveda Pertence, que a denegavam. Não votou o Senhor Ministro Dias Toffoli. Ausentes, com votos proferidos em assentada anterior, a Senhora Ministra Ellen Gracie, justificadamente, e o Senhor Ministro Gilmar Mendes, neste julgamento. Plenário, 08.09.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ESPECIAIS DE SERVIDOR PÚBLICO | PROFESSOR 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA 3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS","0","0"
"RE-564354","RE",564354,2007,"MIN. CÁRMEN LÚCIA","8/9/2010","Julgado mérito de tema com repercussão geral","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, conheceu do recurso extraordinário e negou-lhe provimento, contra o voto do Senhor Ministro Dias Toffoli. Votou o Presidente, Ministro Cezar Peluso. Ausente, justificadamente, a Senhora Ministra Ellen Gracie. Falaram, pelo recorrente, o Dr. Marcelo de Siqueira Freitas, Procurador-Geral Federal, pelo recorrido, a Dra. Gisele Lemos Kravchychyn e, pela interessada, o Dr. Wagner Balera.  Plenário, 08.09.2010. ","DIREITO PREVIDENCIÁRIO","0 - DIREITO PREVIDENCIÁRIO | BENEFÍCIOS EM ESPÉCIE 1 - DIREITO PREVIDENCIÁRIO | RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS","0","0"
"ADI-4451","ADI",4451,2010,"MIN. TEORI ZAVASCKI","2/9/2010","Liminar referendada","Decisão: O Tribunal, por maioria, referendou a liminar, suspendendo as normas do inciso II e da segunda parte do inciso III, ambos do artigo 45, bem como, por arrastamento, dos §§ 4º e 5º do mesmo artigo da Lei federal nº 9.504, de 30/9/97, contra os votos dos Senhores Ministros Dias Toffoli, Ricardo Lewandowski e Marco Aurélio, que, nos termos do pedido sucessivo da inicial, deferiam a liminar, declarando a inconstitucionalidade parcial das normas impugnadas mediante interpretação conforme. Votou o Presidente, Ministro Cezar Peluso. Ausente, licenciado, o Senhor Ministro Joaquim Barbosa. Plenário, 02.09.2010. ","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCONSTITUCIONALIDADE MATERIAL 2 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | CAMPANHA ELEITORAL","0","0"
"ACO-789","ACO",789,2005,"MIN. MARCO AURÉLIO","1/9/2010","Procedente","Decisão: O Tribunal, por maioria, julgou procedente a ação, contra o voto do Senhor Ministro Marco Aurélio (Relator). Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão o Senhor Ministro Dias Toffoli. Ausentes, licenciado, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 01.09.2010. ","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | IMPOSTOS | IPVA - IMPOSTO SOBRE PROPRIEDADE DE VEÍCULOS AUTOMOTORES 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | FATO GERADOR/INCIDÊNCIA","0","0"
"ACO-814","ACO",814,2005,"MIN. MARCO AURÉLIO","1/9/2010","Procedente","Decisão: O Tribunal, por maioria, julgou procedente a ação, contra o voto do Senhor Ministro Marco Aurélio (Relator). Votou o Presidente, Ministro Cezar Peluso. Redigirá o acórdão o Senhor Ministro Dias Toffoli. Ausentes, licenciado, o Senhor Ministro Joaquim Barbosa e, neste julgamento, o Senhor Ministro Ricardo Lewandowski. Plenário, 01.09.2010.","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | IMPOSTOS | IPVA - IMPOSTO SOBRE PROPRIEDADE DE VEÍCULOS AUTOMOTORES 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | FATO GERADOR/INCIDÊNCIA","0","0"
"HC-97256","HC",97256,2008,"MIN. AYRES BRITTO","1/9/2010","Concedida em parte a ordem","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, concedeu parcialmente a ordem, contra os votos dos Senhores Ministros Joaquim Barbosa, Cármen Lúcia, Ellen Gracie e Marco Aurélio. Votou o Presidente, Ministro Cezar Peluso. Ausentes, com votos proferidos na assentada anterior, os Senhores Ministros Joaquim Barbosa, licenciado, e Ricardo Lewandowski, ocasionalmente. Plenário, 01.09.2010. ","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | EXECUÇÃO PENAL | PENA RESTRITIVA DE DIREITOS | INTERDIÇÃO TEMPORÁRIA DE DIREITOS 2 - DIREITO PROCESSUAL PENAL | EXECUÇÃO PENAL | PENA PRIVATIVA DE LIBERDADE 3 - DIREITO PENAL | PARTE GERAL | APLICAÇÃO DA PENA | SUBSTITUIÇÃO DA PENA","0","0"
"Inq-2424","Inq",2424,2006,"MIN. CEZAR PELUSO","19/8/2010","Rejeitados","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, não conheceu dos embargos de declaração opostos por Virgílio de Oliveira Medina e Paulo Geraldo de Oliveira Medina, contra os votos dos Senhores Ministros Marco Aurélio e Cezar Peluso (Presidente), e rejeitou os demais embargos, parcialmente conhecidos, contra o voto do Senhor Ministro Marco Aurélio. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa. Plenário, 19.08.2010.","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL | CORRUPÇÃO PASSIVA2 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL | PREVARICAÇÃO 3 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO","0","0"
"HC-97095","HC",97095,2008,"MIN. GILMAR MENDES","19/8/2010","Não conhecido(s)","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, não conheceu do pedido, contra os votos dos Senhores Ministros Marco Aurélio e Presidente, Ministro Cezar Peluso. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa. Plenário, 19.08.2010.","DIREITO INTERNACIONAL","1 - DIREITO INTERNACIONAL | ESTRANGEIRO | ADMISSÃO / ENTRADA / PERMANÊNCIA / SAÍDA 2 - DIREITO PENAL | CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA | REINGRESSO DE ESTRANGEIRO EXPULSO","0","0"
"Rcl-2788","Rcl",2788,2004,"MINISTRO PRESIDENTE","18/8/2010","Questão de ordem","Decisão: O Tribunal, resolvendo questão de ordem, julgou prejudicada a ação, nos termos do voto do Relator, Ministro Cezar Peluso (Presidente). Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa, e, justificadamente, o Senhor Ministro Ricardo Lewandowski. Plenário, 18.08.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO DO ESTADO NA PROPRIEDADE | DESAPROPRIAÇÃO 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAÇÃO | INDENIZAÇÃO POR DANO MATERIAL","0","0"
"Rcl-3113","Rcl",3113,2005,"MIN. MARCO AURÉLIO","18/8/2010","Agravo regimental provido","Decisão: O Tribunal, por maioria, deu provimento ao recurso de agravo, contra o voto do Senhor Ministro Marco Aurélio (Relator). A Secretaria juntará aos autos cópia do acórdão da ADC nº 4. Redigirá o acórdão o Senhor Ministro Dias Toffoli. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa, e, justificadamente, o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 18.08.2010.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","0","0"
"AR-2156","AR",2156,2009,"MIN. ROSA WEBER","18/8/2010","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, contra o voto do Senhor Ministro Marco Aurélio quanto à conversão e ao mérito. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa, e, justificadamente, o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 18.08.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | REVISÃO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)","0","0"
"AR-2167","AR",2167,2009,"MIN. ROSA WEBER","18/8/2010","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, contra o voto do Senhor Ministro Marco Aurélio quanto à conversão e ao mérito. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa, e, justificadamente, o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 18.08.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAÇÃO","0","0"
"AR-2183","AR",2183,2009,"MIN. ELLEN GRACIE","18/8/2010","Embargos recebidos como agravo regimental desde logo não provido","****Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, contra o voto do Senhor Ministro Marco Aurélio quanto à conversão e ao mérito. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa, e, justificadamente, o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 18.08.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAÇÃO 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | REVISÃO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)","0","0"
"AR-2202","AR",2202,2009,"MIN. ROSA WEBER","18/8/2010","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, contra o voto do Senhor Ministro Marco Aurélio quanto à conversão e ao mérito. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa, e, justificadamente, o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 18.08.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAÇÃO 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | REVISÃO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)","0","0"
"AR-2218","AR",2218,2010,"MIN. ROSA WEBER","18/8/2010","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria e nos termos do voto da Relatora, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, contra o voto do Senhor Ministro Marco Aurélio quanto à conversão e ao mérito. Ausentes, licenciados, os Senhores Ministros Celso de Mello e Joaquim Barbosa, e, justificadamente, o Senhor Ministro Ricardo Lewandowski. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 18.08.2010.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAÇÃO 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | REVISÃO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)","0","0"
"AP-470","AP",470,2007,"MIN. ROBERTO BARROSO","12/8/2010","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso de agravo, contra o voto do Senhor Ministro Marco Aurélio. Ausente, ocasionalmente, o Senhor Ministro Dias Toffoli. Presidiu o julgamento o Senhor Ministro Cezar Peluso. Plenário, 12.08.2010. ","DIREITO PENAL","0 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL 1 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES","0","0"
"Inq-2027","Inq",2027,2003,"MIN. JOAQUIM BARBOSA","12/8/2010","Recebida denúncia","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, recebeu a denúncia, contra os votos dos Senhores Ministros Gilmar Mendes, Dias Toffoli, Ricardo Lewandowski, Ellen Gracie e Cezar Peluso (Presidente). Plenário, 12.08.2010. ","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL","0","0"
"RE-474132","RE",474132,2005,"MIN. GILMAR MENDES","12/8/2010","Não provido","Decisão: O Tribunal, por maioria, negou provimento ao recurso extraordinário, quanto à Contribuição Sobre o Lucro Líquido (CSLL), contra os votos dos Senhores Ministros Relator, Cármen Lúcia, Eros Grau, Celso de Mello e Cezar Peluso (Presidente) e, quanto à Contribuição Provisória sobre Movimentação Financeira (CPMF), contra os votos dos Senhores Ministros Marco Aurélio, Menezes Direito e Presidente. Não votou o Senhor Ministro Dias Toffoli por suceder ao Senhor Ministro Menezes Direito, que proferiu voto em assentada anterior. Plenário, 12.08.2010.","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | BASE DE CÁLCULO | EXCLUSÃO - RECEITAS PROVENIENTES DE EXPORTAÇÃO","0","0"
"RE-564413","RE",564413,2007,"MIN. MARCO AURÉLIO","12/8/2010","Julgado mérito de tema com repercussão geral","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso extraordinário, contra os votos dos Senhores Ministros Gilmar Mendes, Cármen Lúcia, Eros Grau, Celso de Mello e Cezar Peluso (Presidente). Não votou o Senhor Ministro Dias Toffoli por suceder ao Senhor Ministro Menezes Direito, que proferiu voto em assentada anterior. Plenário, 12.08.2010. ","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES SOCIAIS | CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | BASE DE CÁLCULO | EXCLUSÃO - RECEITAS PROVENIENTES DE EXPORTAÇÃO","0","0"
"RE-566259","RE",566259,2007,"MIN. RICARDO LEWANDOWSKI","12/8/2010","Julgado mérito de tema com repercussão geral","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao recurso extraordinário, contra os votos dos Senhores Ministros Marco Aurélio e Cezar Peluso (Presidente), que lhe davam provimento. Plenário, 12.08.2010. ","DIREITO TRIBUTÁRIO","1 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES ESPECIAIS | CPMF/CONTRIBUIÇÃO PROVISÓRIA SOBRE MOVIMENTAÇÃO FINANCEIRA 2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | BASE DE CÁLCULO | EXCLUSÃO - RECEITAS PROVENIENTES DE EXPORTAÇÃO","0","0"
"RE-576155","RE",576155,2008,"MIN. RICARDO LEWANDOWSKI","12/8/2010","Julgado mérito de tema com repercussão geral","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, deu provimento ao recurso extraordinário, contra os votos dos Senhores Ministros Menezes Direito, Cármen Lúcia, Eros Grau e Gilmar Mendes. Votou o Presidente, Ministro Cezar Peluso. Ausentes, ocasionalmente, o Senhor Ministro Dias Toffoli e o Senhor Ministro Joaquim Barbosa, com voto proferido em assentada anterior. Plenário, 12.08.2010. ","DIREITO PROCESSUAL CIVIL E DO TRABALHO","0 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAÇÃO, SUSPENSÃO E EXTINÇÃO DO PROCESSO | EXTINÇÃO DO PROCESSO SEM RESOLUÇÃO DE MÉRITO | LEGITIMIDADE PARA A CAUSA | LEGITIMIDADE PARA PROPOSITURA DE AÇÃO CIVIL PÚBLICA1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | MINISTÉRIO PÚBLICO 2 - DIREITO TRIBUTÁRIO","0","0"
"Inq-2677","Inq",2677,2008,"MIN. AYRES BRITTO","12/8/2010","Recebida denúncia","Decisão: O Tribunal, por unanimidade, declarou a extinção da punibilidade, por falecimento, de Clayton Leão Chaves e, por maioria e nos termos do voto do Relator, recebeu a denúncia, contra o voto do Senhor Ministro Gilmar Mendes. Votou o Presidente, Ministro Cezar Peluso. Falaram, pelo Ministério Público Federal, a Vice-Procuradora-Geral da República, Dra. Deborah Macedo Duprat de Britto Pereira e, pela acusada, o Dr. Evandro Saraiva. Plenário, 12.08.2010. ","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | INVESTIGAÇÃO PENAL 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE RESPONSABILIDADE 3 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DA LEI DE LICITAÇÕES","0","0"
